"id_policy","id_person","product","benefit_amount","benefit_currency","start_date","n-year","h-payment","birthday","gender","int_rate","base_date","x","x_base","maturity_date","t","apv_ben_0","apv_ann_0","pure_premium","gross_premium","apv_ben_t","apv_ann_t","res_t","apv_ben_exp_t","apv_ann_exp_t","res_exp_t"
"P10525","ID0569","n-year term insurance",2500000,"MXN",2019-04-05,20,NA,2000-01-14,"f",0.05,2025-12-31,19,25,2039-04-05,6,32715.3668377184,12.7018340632271,2575.64117708263,3434.19,30795.6412886262,10.0974122890938,4788.3170568139,41853.4451739602,10.077967292039,15896.2043029746
"P10526","ID0505","n-year endowment insurance",1e+06,"MXN",2010-10-21,15,NA,2003-12-05,"m",0.05,2025-12-31,6,22,2025-10-21,15,482066.296756191,10.6373956566802,45318.0752427364,60424.1,0,0,0,0,0,0
"P10527","ID0795","n-year term insurance",5e+05,"MXN",2017-02-19,20,NA,1985-11-21,"m",0.05,2025-12-31,31,40,2037-02-19,8,37276.7894735768,12.2520804993403,3042.48649652474,4056.65,34822.8310383784,8.75714145841788,8179.33761541023,19454.5571520935,8.91750525176898,-7676.84110759797
"P10528","ID0720","n-year term insurance",1500000,"MXN",2018-06-16,15,NA,1970-07-01,"m",0.05,2025-12-31,47,55,2033-06-16,7,199468.108536903,9.85847770573405,20233.1551067854,26977.54,158565.928774994,6.26309286275008,31843.8001035775,110310.016384743,6.38405964505993,-18859.6519429991
"P10529","ID0449","n-year endowment insurance",2500000,"MXN",2025-02-06,15,NA,2000-09-11,"m",0.05,2025-12-31,24,25,2040-02-06,0,1230254.7570831,10.432612529625,117923.93837973,157231.92,1230254.7570831,10.432612529625,-0.0169036448933184,1213909.64050166,10.5660040738354,-32075.1899410603
"P10530","ID0595","n-year term insurance",2500000,"MXN",2024-03-18,20,NA,1969-02-17,"m",0.05,2025-12-31,55,56,2044-03-18,1,670586.546421859,10.7894871846796,62151.8460464046,82869.13,676303.393601342,10.4632862972936,25990.8193031121,513204.818826342,10.9644163998687,-168253.917184796
"P10531","ID0768","n-year endowment insurance",1500000,"MXN",2013-01-01,10,NA,1997-11-23,"m",0.05,2025-12-31,15,28,2023-01-01,12,924927.49583745,7.87433268107935,117461.064105139,156614.75,0,0,0,0,0,0
"P10532","ID0915","n-year term insurance",1e+06,"MXN",2016-06-29,20,NA,1993-12-20,"m",0.05,2025-12-31,22,32,2036-06-29,9,45994.0571588611,12.4592151342655,3691.56938564835,4922.09,40371.9791559256,8.34579702892608,9562.90608234554,20112.227820181,8.4377646316914,-11036.3498668205
"P10533","ID0207","n-year term insurance",2e+06,"MXN",2013-05-23,15,NA,1989-12-26,"f",0.05,2025-12-31,23,36,2028-05-23,12,23618.1085056582,10.5900395412144,2230.21910482403,2973.63,9241.7294523408,2.79006956456248,3019.25353288836,12904.9573032021,2.78810810628202,6686.85587213954
"P10534","ID0582","n-year endowment insurance",5e+05,"MXN",2021-03-17,10,NA,2002-08-28,"m",0.05,2025-12-31,18,23,2031-03-17,4,308773.740473268,7.85541732732402,39307.1084077531,52409.48,374021.220741536,5.17518679981708,170599.583930578,373469.293121127,5.19749799865868,169170.667563071
"P10535","ID0195","h-payment years, whole life insurance",2e+06,"MXN",2021-09-15,NA,"up to 65 years of age",1991-11-15,"m",0.05,2025-12-31,29,34,NA,4,364002.412346101,15.6931655793604,23194.964107486,30926.62,417032.426309556,15.6931655793604,53029.9999570861,319754.568979908,16.2576228151617,-57340.4232009694
"P10536","ID0526","n-year term insurance",1500000,"MXN",2014-01-25,20,NA,2004-04-15,"m",0.05,2025-12-31,9,21,2034-01-25,11,25397.867435848,12.6986366152781,2000.04679284161,2666.73,27630.0945152546,7.2285091873501,13172.732786368,10886.0361003408,7.26881735571329,-3651.94387991018
"P10537","ID0699","n-year term insurance",1e+06,"MXN",2013-12-13,10,NA,1987-12-08,"m",0.05,2025-12-31,26,38,2023-12-13,12,27975.2016698044,7.81005454551076,3581.94702825534,4775.93,0,0,0,0,0,0
"P10538","ID0459","n-year term insurance",5e+05,"MXN",2018-06-19,10,NA,1981-01-07,"m",0.05,2025-12-31,37,44,2028-06-19,7,25911.5441064729,7.71018608608293,3360.68984810157,4480.92,11533.4858695339,2.76430022121511,2243.5297590985,6459.77140646039,2.77888024431812,-2879.18364181705
"P10539","ID0433","n-year endowment insurance",5e+05,"MXN",2015-03-07,10,NA,1989-05-16,"m",0.05,2025-12-31,25,36,2025-03-07,10,309751.761385602,7.8156054584576,39632.4716021081,52843.3,0,0,0,0,0,0
"P10540","ID0296","h-payment years, whole life insurance",1500000,"MXN",2023-04-06,NA,"up to 65 years of age",1983-07-01,"f",0.05,2025-12-31,39,42,NA,2,290342.766401073,14.141109807978,20531.8231980117,27375.76,314695.845772227,14.141109807978,24353.1245945884,325069.045836143,13.9634343628179,38374.3249169514
"P10541","ID0862","h-payment years, whole life insurance",1e+06,"MXN",2018-08-10,NA,"up to 65 years of age",1999-02-11,"m",0.05,2025-12-31,19,26,NA,7,128185.464276774,17.2433911132173,7433.88950787751,9911.85,164316.712720312,17.2433911132173,36131.2830661547,120683.768647327,17.7747089181661,-11451.4177955662
"P10542","ID0641","n-year endowment insurance",1e+06,"MXN",2014-02-18,10,NA,1979-02-27,"m",0.05,2025-12-31,34,46,2024-02-18,11,622959.127658948,7.74534615859899,80430.1208626202,107240.16,0,0,0,0,0,0
"P10543","ID0321","h-payment years, whole life insurance",1500000,"MXN",2022-09-18,NA,"up to 65 years of age",1996-11-13,"f",0.05,2025-12-31,25,29,NA,3,162502.650953379,17.1121457003065,9496.33399571093,12661.78,184272.452672098,17.1121457003065,21769.7845331782,196824.521914075,16.956148411565,35803.2562881364
"P10544","ID0282","h-payment years, whole life insurance",2e+06,"MXN",2024-04-29,NA,"up to 65 years of age",1984-03-28,"f",0.05,2025-12-31,40,41,NA,1,403076.265122068,13.8508801123585,29101.1301702354,38801.51,419594.461029636,13.8508801123585,16518.1636382772,433425.394448191,13.677155611051,35404.6767878761
"P10545","ID0736","h-payment years, whole life insurance",5e+05,"MXN",2019-11-28,NA,"up to 65 years of age",1991-04-20,"m",0.05,2025-12-31,28,34,NA,6,87958.9937122599,15.8743184605118,5540.96189584848,7387.95,107813.728070649,15.8743184605118,19854.7247678956,83076.9315045204,16.4455049001207,-8046.99444061435
"P10546","ID1022","n-year term insurance",2e+06,"MXN",2011-03-03,20,NA,1989-03-11,"f",0.05,2025-12-31,21,36,2031-03-03,14,29224.578820779,12.6922890579255,2302.54595427215,3070.06,19137.8619700827,5.18690022110679,7194.79080047433,27226.9486158705,5.17670270331932,15307.3576898562
"P10547","ID0520","n-year endowment insurance",5e+05,"MXN",2014-12-11,15,NA,1987-03-29,"f",0.05,2025-12-31,27,38,2029-12-11,11,242629.026278297,10.5722120089441,22949.6935998856,30599.59,411702.371853942,3.62717231551744,328459.882568304,411864.522777157,3.62064039455664,328771.939069004
"P10548","ID0041","n-year term insurance",1500000,"MXN",2010-07-04,15,NA,1977-06-01,"m",0.05,2025-12-31,33,48,2025-07-04,15,93428.2025013814,10.2921463481198,9077.6208714181,12103.49,0,0,0,0,0,0
"P10549","ID0931","n-year term insurance",2e+06,"MXN",2024-11-18,10,NA,1987-05-12,"m",0.05,2025-12-31,37,38,2034-11-18,1,103646.176425892,7.71018608608293,13442.7593924063,17923.68,98645.0026767234,7.10835288554567,3089.12084102546,52975.799861088,7.19940758764466,-43804.1084817981
"P10550","ID0185","h-payment years, whole life insurance",5e+05,"MXN",2024-01-18,NA,"up to 65 years of age",1985-02-01,"m",0.05,2025-12-31,38,40,NA,1,122935.364542229,13.7035833058127,8971.03785183566,11961.38,126946.930368538,13.7035833058127,4011.60490667689,100547.686206906,14.2352628537813,-27157.3550885657
"P10551","ID0930","n-year term insurance",1e+06,"MXN",2016-05-16,15,NA,1990-08-16,"f",0.05,2025-12-31,25,35,2031-05-16,9,13319.0612568891,10.5820873264307,1258.64216066544,1678.19,8900.60696424722,5.18863368927049,2369.97208599959,12738.9364080396,5.17949986209283,6219.79775286544
"P10552","ID0593","n-year term insurance",2500000,"MXN",2023-11-06,20,NA,1973-03-07,"f",0.05,2025-12-31,50,52,2043-11-06,2,332548.54898994,11.8842334970338,27982.3304610213,37309.77,342550.708395893,11.1249743445428,31248.0328577986,377337.803126223,10.9974543631318,69603.4334707643
"P10553","ID0850","n-year term insurance",1e+06,"MXN",2024-04-28,10,NA,1992-01-04,"m",0.05,2025-12-31,32,33,2034-04-28,1,38825.523195235,7.76597225710761,4999.44139765642,6665.92,36966.2103905086,7.15671908937464,1186.62270632543,18048.2847701248,7.23038571287888,-18099.5947782704
"P10554","ID0599","h-payment years, whole life insurance",2500000,"MXN",2019-11-12,NA,"up to 65 years of age",2005-03-28,"m",0.05,2025-12-31,14,20,NA,6,262932.316771805,17.8626298721864,14719.6867792246,19626.25,332544.266432643,17.8626298721864,69611.9367858946,236766.006200435,18.3274654035297,-33008.5572065834
"P10555","ID0871","h-payment years, whole life insurance",1e+06,"MXN",2017-07-19,NA,"up to 65 years of age",1998-12-09,"m",0.05,2025-12-31,18,27,NA,8,123437.250083733,17.3734786848333,7104.92425397173,9473.23,164316.712720312,17.3734786848333,40879.4931091694,120683.768647327,17.8889039638362,-6415.50762567227
"P10556","ID0508","h-payment years, whole life insurance",2e+06,"MXN",2010-10-12,NA,"up to 65 years of age",1998-02-24,"m",0.05,2025-12-31,12,27,NA,15,192916.933723856,18.0901144882831,10664.2185072299,14218.96,340056.649707879,18.0901144882831,147139.688979641,251637.958686645,18.5329454858678,53998.5507773436
"P10557","ID0995","n-year term insurance",2e+06,"MXN",2017-11-06,15,NA,1985-01-16,"m",0.05,2025-12-31,32,40,2032-11-06,8,117671.623639155,10.3129650078481,11410.0671872355,15213.42,85833.0035131557,5.80911124826333,19550.66657824,46095.4237682411,5.87337271681606,-20920.1406998567
"P10558","ID0535","h-payment years, whole life insurance",2e+06,"MXN",2024-05-15,NA,"up to 65 years of age",2007-03-16,"m",0.05,2025-12-31,17,18,NA,1,237532.231965128,17.5002665614519,13573.0636519757,18097.42,246874.500167465,17.5002665614519,9342.24461155216,175268.739867782,17.9975523930024,-69013.2086033451
"P10559","ID0602","n-year endowment insurance",2500000,"MXN",2016-11-14,20,NA,2004-03-12,"f",0.05,2025-12-31,12,21,2036-11-14,9,950183.27952343,12.7321950899541,74628.3946177625,99504.53,1466063.76678618,8.49415970022548,832158.24024927,1467030.82028956,8.48629948178945,833711.889258529
"P10560","ID0063","n-year endowment insurance",1500000,"MXN",2019-09-11,10,NA,1985-01-09,"f",0.05,2025-12-31,34,40,2029-09-11,6,925577.622571526,7.8655000169059,117675.624001286,156900.83,1235280.92143449,3.62484660864082,808724.840295666,1235717.04359703,3.61902123758362,809846.466623654
"P10561","ID0077","n-year endowment insurance",2e+06,"MXN",2017-11-04,15,NA,1973-03-27,"m",0.05,2025-12-31,44,52,2032-11-04,8,1028741.17643419,9.97842009366439,103096.599138713,137462.13,1447111.84301068,5.68098976386572,861421.127923798,1438074.00867758,5.77262114966262,842936.409490827
"P10562","ID0949","n-year endowment insurance",2e+06,"MXN",2012-02-28,10,NA,2003-11-14,"m",0.05,2025-12-31,8,22,2022-02-28,13,1228764.81196019,7.91983866189446,155150.232778386,206866.98,0,0,0,0,0,0
"P10563","ID0393","h-payment years, whole life insurance",2500000,"MXN",2019-06-13,NA,"up to 65 years of age",1984-12-19,"f",0.05,2025-12-31,34,41,NA,6,394329.772736741,15.4171919108803,25577.2760056553,34103.03,503845.331402585,15.4171919108803,109515.612713204,521754.641141825,15.2334584602757,132124.322985922
"P10564","ID0373","n-year term insurance",2e+06,"MXN",2011-02-23,15,NA,1994-01-24,"f",0.05,2025-12-31,17,31,2026-02-23,14,17506.0203905993,10.6059435105442,1650.58586001285,2200.78,2314.31891903223,0.977455581423394,700.945398168501,3903.98748843578,0.977093756914787,2291.21118967859
"P10565","ID0584","h-payment years, whole life insurance",1500000,"MXN",2020-03-11,NA,"up to 65 years of age",1991-10-12,"f",0.05,2025-12-31,28,34,NA,5,184272.452672098,16.6209729252865,11086.7428459469,14782.32,227002.071894529,16.6209729252865,42729.6665248376,239815.926734931,16.4455049001207,57488.8897385671
"P10566","ID0545","n-year endowment insurance",5e+05,"MXN",2022-05-31,15,NA,2006-04-19,"m",0.05,2025-12-31,16,19,2037-05-31,3,243830.08747008,10.5232383954922,23170.6323002745,30894.18,281189.724922862,8.988653768787,72916.9093049237,279622.06037565,9.05248148444147,69870.316055399
"P10567","ID0170","h-payment years, whole life insurance",5e+05,"MXN",2024-11-11,NA,"up to 65 years of age",2001-12-30,"m",0.05,2025-12-31,22,24,NA,1,71484.2685844161,16.8307449877829,4247.24328223767,5662.99,74053.5919799301,16.8307449877829,2569.33656115673,53363.4062468894,17.3959394599009,-20521.3671546286
"P10568","ID0207","h-payment years, whole life insurance",2e+06,"MXN",2024-09-26,NA,"up to 65 years of age",1989-12-26,"f",0.05,2025-12-31,34,36,NA,1,315463.818189393,15.4171919108803,20461.8208045242,27282.43,328754.336467752,15.4171919108803,13290.492138883,345514.955366862,15.2334584602757,33810.6322915771
"P10569","ID0153","n-year term insurance",2e+06,"MXN",2014-07-23,10,NA,1991-07-08,"m",0.05,2025-12-31,23,34,2024-07-23,11,48116.7457751512,7.82644764611838,6147.96750081313,8197.29,0,0,0,0,0,0
"P10570","ID0215","h-payment years, whole life insurance",2e+06,"MXN",2012-04-25,NA,"up to 65 years of age",1991-08-02,"m",0.05,2025-12-31,20,34,NA,13,266035.413146114,17.1097612584324,15548.7507468874,20731.67,417032.426309556,17.1097612584324,150996.983168103,319754.568979908,17.6546840953896,45246.2555150082
"P10571","ID0431","h-payment years, whole life insurance",5e+05,"MXN",2019-02-02,NA,"up to 65 years of age",1984-06-19,"f",0.05,2025-12-31,34,41,NA,6,78865.9545473482,15.4171919108803,5115.45520113105,6820.61,100769.066280517,15.4171919108803,21903.0762910651,104350.928228365,15.2334584602757,26424.8188968091
"P10572","ID0657","h-payment years, whole life insurance",1500000,"MXN",2020-04-18,NA,"up to 65 years of age",1981-04-13,"m",0.05,2025-12-31,39,44,NA,5,380840.791105614,13.4389098640891,28338.6669720348,37784.89,445329.889449781,13.4389098640891,64489.0912488904,362655.843665619,13.9634343628179,-33049.2799003515
"P10573","ID0797","h-payment years, whole life insurance",5e+05,"MXN",2016-08-07,NA,"up to 65 years of age",1963-03-12,"m",0.05,2025-12-31,53,62,NA,9,193506.707459875,8.35891932812248,23149.7278372872,30866.3,247984.942704103,8.35891932812248,54478.258960883,215961.704442215,8.59455725339425,17000.0675293824
"P10574","ID0168","n-year term insurance",5e+05,"MXN",2017-07-21,20,NA,1973-03-06,"f",0.05,2025-12-31,44,52,2037-07-21,8,41305.0696750533,12.2438989321997,3373.52259307097,4498.03,42710.385520434,8.702901142492,13350.9527009615,48976.6718321843,8.62672491829772,19874.2212189963
"P10575","ID0138","h-payment years, whole life insurance",5e+05,"MXN",2025-11-23,NA,"up to 65 years of age",1988-03-27,"m",0.05,2025-12-31,37,37,NA,0,119017.397996395,13.9585717054434,8526.47394790267,11368.63,119017.397996395,13.9585717054434,0.0202106532815378,93507.4315958653,14.4933704780579,-30069.8932176076
"P10576","ID0337","n-year term insurance",2500000,"MXN",2020-03-04,20,NA,1998-02-11,"m",0.05,2025-12-31,22,27,2040-03-04,5,114985.142897153,12.4592151342655,9228.92346412087,12305.23,111574.870567909,10.3956432368735,15634.2847971549,52332.5625462824,10.5411232110354,-44950.6466313145
"P10577","ID0222","n-year term insurance",1e+06,"MXN",2010-08-24,20,NA,1971-03-25,"m",0.05,2025-12-31,39,54,2030-08-24,15,115047.218791013,11.9428544853177,9633.14247296991,12844.19,67035.9708282195,4.29240756671057,25686.5970700183,44944.2451698613,4.34427410164224,3095.23368968213
"P10578","ID0785","n-year term insurance",1500000,"MXN",2011-04-10,15,NA,1974-04-03,"m",0.05,2025-12-31,37,51,2026-04-10,14,116852.051298525,10.197641541504,11458.7329651608,15278.31,17217.1997020312,0.972757267195842,6070.63438980304,10247.9671571439,0.974872290154676,-922.833637400878
"P10579","ID0083","n-year endowment insurance",2500000,"MXN",2011-07-22,20,NA,1966-04-15,"m",0.05,2025-12-31,45,59,2031-07-22,14,1086531.46579483,11.6182486589302,93519.3846931213,124692.51,1900840.45442199,4.92649120080612,1440118.03943092,1891217.45715431,5.00442333703546,1423206.87690616
"P10580","ID0532","h-payment years, whole life insurance",5e+05,"MXN",2014-04-13,NA,"up to 65 years of age",1990-12-29,"m",0.05,2025-12-31,23,35,NA,11,74053.5919799301,16.6847193648582,4438.40800438656,5917.88,107813.728070649,16.6847193648582,33760.1027944687,83076.9315045204,17.2565780581739,6485.16288534066
"P10581","ID0043","n-year endowment insurance",2500000,"MXN",2021-06-30,20,NA,1987-01-09,"m",0.05,2025-12-31,34,38,2041-06-30,4,1021446.54215574,12.1500648837406,84069.2253028753,112092.3,1212357.43838369,10.5817110505112,322761.19119328,1182119.25491078,10.8285644990182,271770.229615802
"P10582","ID0754","n-year term insurance",2e+06,"MXN",2022-01-22,15,NA,1985-05-09,"m",0.05,2025-12-31,36,40,2037-01-22,3,147410.745718716,10.2230935457412,14419.38734681,19225.85,139291.324153514,8.75714145841788,13018.7080722711,77818.2286083741,8.91750525176898,-50766.735150168
"P10583","ID0730","n-year endowment insurance",1500000,"MXN",2022-10-02,10,NA,1971-07-28,"m",0.05,2025-12-31,51,54,2032-10-02,3,956242.613919655,7.44965000074036,128360.743635556,171147.66,1087572.42020172,5.65073584133698,362239.757809504,1080490.33945232,5.74648995060045,342866.608258235
"P10584","ID0621","n-year term insurance",2e+06,"MXN",2011-01-02,15,NA,2001-03-12,"m",0.05,2025-12-31,9,24,2026-01-02,14,21731.2036025976,10.6120156865127,2047.79226157918,2730.39,4799.94285706311,0.976889828487676,2799.47519295976,1951.99374421789,0.977538050266809,-49.8013435831031
"P10585","ID0522","n-year term insurance",1e+06,"MXN",2016-03-23,15,NA,1982-02-22,"f",0.05,2025-12-31,34,43,2031-03-23,9,25148.9525816983,10.518271631844,2390.97766838042,3187.97,17834.2538041682,5.16544975713678,5483.77965747365,24585.8372804023,5.14734990279741,12278.6394781865
"P10586","ID0770","h-payment years, whole life insurance",5e+05,"MXN",2021-11-10,NA,"up to 65 years of age",1980-04-24,"f",0.05,2025-12-31,41,45,NA,4,104898.615257409,13.547800753057,7742.85193364236,10323.8,122874.876738661,13.547800753057,17976.2876778535,125381.477762588,13.3756584301532,21815.760886677
"P10587","ID0298","n-year endowment insurance",1500000,"MXN",2022-09-16,20,NA,1981-05-25,"m",0.05,2025-12-31,41,44,2042-09-16,3,635287.417872662,11.8447590651423,53634.4736417846,71512.63,716702.21190115,10.7300619531629,141200.999150941,692528.668670854,11.0591456958763,99377.2229718847
"P10588","ID1015","n-year term insurance",1e+06,"MXN",2020-12-18,10,NA,1976-02-17,"m",0.05,2025-12-31,44,49,2030-12-18,5,76590.1859258413,7.60318189430126,10073.4385932878,13431.25,50897.0216563272,4.3297514625634,7281.5409076612,31296.5673132035,4.37545145408173,-12779.2694437729
"P10589","ID0014","h-payment years, whole life insurance",2e+06,"MXN",2024-04-20,NA,"up to 65 years of age",1976-08-12,"m",0.05,2025-12-31,47,49,NA,1,650107.157003609,10.9072631879497,59603.1420349188,79470.86,669700.3168221,10.9072631879497,19593.1274775702,556737.620190279,11.2931677349642,-116370.693826112
"P10590","ID0441","n-year term insurance",2e+06,"MXN",2011-04-30,10,NA,2003-09-28,"m",0.05,2025-12-31,7,22,2021-04-30,14,5969.30079833475,7.92329818362178,753.3858577573,1004.51,0,0,0,0,0,0
"P10591","ID0336","n-year term insurance",1500000,"MXN",2021-09-18,10,NA,1991-09-11,"m",0.05,2025-12-31,30,34,2031-09-18,4,51856.1428835479,7.78389969271224,6661.97470814004,8882.63,38906.1237799255,5.14263828709025,4646.00893388319,19108.4046120594,5.17949986209283,-15397.2810329568
"P10592","ID0372","n-year term insurance",2500000,"MXN",2010-05-03,10,NA,1998-10-12,"m",0.05,2025-12-31,11,27,2020-05-03,15,20288.4292982535,7.90214365979766,2567.45892908419,3423.28,0,0,0,0,0,0
"P10593","ID0066","n-year term insurance",2500000,"MXN",2015-12-26,10,NA,1972-11-12,"m",0.05,2025-12-31,43,53,2025-12-26,10,181234.838991201,7.62095888587013,23781.1070372293,31708.14,0,0,0,0,0,0
"P10594","ID0618","h-payment years, whole life insurance",1500000,"MXN",2018-09-18,NA,"up to 65 years of age",2003-07-20,"m",0.05,2025-12-31,15,22,NA,7,164454.186914964,17.7447089126413,9267.78724433215,12357.05,214452.805753248,17.7447089126413,49998.6143015329,153778.403424285,18.2169572129064,-15052.4849215242
"P10595","ID0150","n-year term insurance",1e+06,"MXN",2022-09-10,20,NA,1994-07-28,"m",0.05,2025-12-31,28,31,2042-09-10,3,63336.3829037021,12.3344361984444,5134.92322508347,6846.56,63166.2174661995,11.1685367908558,5816.67452809845,33185.3823997791,11.3688168037622,-25192.5823821952
"P10596","ID0067","n-year term insurance",5e+05,"MXN",2023-08-11,15,NA,1976-10-20,"m",0.05,2025-12-31,46,49,2038-08-11,2,63127.5219552532,9.90042197786098,6376.24558795746,8501.66,61200.9744961078,8.99064680786778,3874.40774067488,40610.1223913583,9.22854306136032,-18233.3291609252
"P10597","ID0026","h-payment years, whole life insurance",2e+06,"MXN",2015-12-23,NA,"up to 65 years of age",1970-08-09,"m",0.05,2025-12-31,45,55,NA,10,612147.999725846,11.6182486589302,52688.4918455699,70251.32,818870.948856085,11.6182486589302,206722.970572529,700815.656823803,12.0414702309685,66368.7729741206
"P10598","ID0093","n-year endowment insurance",1e+06,"MXN",2017-07-31,15,NA,1971-10-03,"m",0.05,2025-12-31,45,54,2032-07-31,8,516235.481013487,9.94037587596336,51933.1952287425,69244.26,724283.050599518,5.66624920070366,430016.625940781,719574.222844307,5.76174995207855,420348.139041771
"P10599","ID0500","h-payment years, whole life insurance",5e+05,"MXN",2021-03-16,NA,"up to 65 years of age",1995-08-28,"m",0.05,2025-12-31,25,30,NA,4,79384.2536002993,16.3778358181962,4847.05393810954,6462.74,91000.6030865252,16.3778358181962,11616.3320947583,68444.6289410101,16.956148411565,-13742.7549980078
"P10600","ID0920","n-year term insurance",2500000,"MXN",2023-07-11,15,NA,2003-07-30,"m",0.05,2025-12-31,19,22,2038-07-11,2,72245.4103964907,10.4886277781761,6887.97542675824,9183.97,70175.5001677034,9.49744415959116,4757.31848893304,29717.1939197328,9.58617890809363,-36312.1907101906
"P10601","ID0245","n-year term insurance",2e+06,"MXN",2015-07-14,10,NA,1985-02-24,"m",0.05,2025-12-31,30,40,2025-07-14,10,69141.5238447306,7.78389969271224,8882.63294418672,11843.51,0,0,0,0,0,0
"P10602","ID0867","n-year term insurance",2500000,"MXN",2010-02-06,10,NA,1997-12-16,"m",0.05,2025-12-31,12,28,2020-02-06,15,24602.8402431603,7.89322617640977,3116.95619678175,4155.94,0,0,0,0,0,0
"P10603","ID0762","n-year term insurance",2e+06,"MXN",2014-01-11,15,NA,1993-05-25,"m",0.05,2025-12-31,20,32,2029-01-11,11,61281.1987637196,10.4774306943661,5848.87655679477,7798.5,28644.0134863613,3.61504734167349,7500.0534658308,14493.7335684403,3.62750562753044,-6723.09340878187
"P10604","ID0425","h-payment years, whole life insurance",1500000,"MXN",2012-05-11,NA,"up to 65 years of age",1999-01-02,"f",0.05,2025-12-31,13,26,NA,13,98381.8948369888,18.5275764101735,5310.02504909209,7080.03,169456.95385134,18.5275764101735,71075.1062428499,181025.652970991,18.4327112993614,83147.5412353772
"P10605","ID0974","n-year endowment insurance",1e+06,"MXN",2024-05-05,15,NA,2002-11-02,"m",0.05,2025-12-31,21,23,2039-05-05,1,490449.089032491,10.4663203249781,46859.7438071929,62479.66,513887.637101111,9.98492786293801,45996.4636004404,508613.280518537,10.0924837731739,35682.0644909714
"P10606","ID0146","n-year term insurance",1e+06,"MXN",2020-11-28,15,NA,1997-08-29,"m",0.05,2025-12-31,23,28,2035-11-28,5,36136.0945316702,10.4440206141959,3459.97924233821,4613.31,31013.4887934721,7.79807906523393,4032.27169414631,14437.5787963999,7.87093344435132,-12795.7131797204
"P10607","ID0676","n-year endowment insurance",1e+06,"MXN",2017-08-22,10,NA,1985-10-08,"f",0.05,2025-12-31,31,40,2027-08-22,8,616456.762163381,7.87759302534944,78254.4566823489,104339.28,907222.106764589,1.90560847205431,758099.744812554,907303.652273199,1.90400138277427,758307.052224946
"P10608","ID0104","n-year term insurance",1e+06,"MXN",2011-10-05,10,NA,1966-10-13,"m",0.05,2025-12-31,44,59,2021-10-05,14,76590.1859258413,7.60318189430126,10073.4385932878,13431.25,0,0,0,0,0,0
"P10609","ID0055","n-year term insurance",2500000,"MXN",2011-06-03,15,NA,1993-12-15,"m",0.05,2025-12-31,17,32,2026-06-03,14,63715.4774890729,10.5115032890181,6061.50002879605,8082,8822.4749255851,0.976375876602457,2904.17254955931,4879.98436054473,0.977093756914787,-1042.66944699425
"P10610","ID0491","h-payment years, whole life insurance",1e+06,"MXN",2018-09-21,NA,"up to 65 years of age",1996-03-15,"m",0.05,2025-12-31,22,29,NA,7,142968.537168832,16.8307449877829,8494.48656447534,11325.98,182001.20617305,16.8307449877829,39032.6953355035,136889.25788202,17.3959394599009,-10880.2889210157
"P10611","ID0372","n-year endowment insurance",1e+06,"MXN",2020-07-09,20,NA,1998-10-12,"m",0.05,2025-12-31,21,27,2040-07-09,5,392546.136664036,12.4774784190913,31460.3739216584,41947.17,493280.136187736,10.4085908386982,165821.939159248,486310.530120184,10.5507785310306,154379.054615066
"P10612","ID0340","n-year term insurance",2500000,"MXN",2025-07-06,15,NA,1970-03-28,"m",0.05,2025-12-31,55,55,2040-07-06,0,506605.456241731,9.43546335742245,53691.6351694808,71588.85,506605.456241731,9.43546335742245,-0.0219895284390077,379590.902896513,9.77310860962912,-145143.301819823
"P10613","ID0797","n-year endowment insurance",1500000,"MXN",2012-05-20,20,NA,1963-03-12,"m",0.05,2025-12-31,49,62,2032-05-20,13,672049.632515536,11.3441139356147,59242.144104851,78989.53,1099486.67287157,5.48979836895376,774259.228152752,1091450.84460309,5.59839875409362,759789.679849259
"P10614","ID0649","h-payment years, whole life insurance",1500000,"MXN",2010-05-13,NA,"up to 65 years of age",1981-05-17,"m",0.05,2025-12-31,28,44,NA,15,263876.98113678,15.8743184605118,16622.8856875454,22163.85,431847.012617772,15.8743184605118,167970.002709512,349860.952938327,16.4455049001207,76489.1751029225
"P10615","ID0406","n-year endowment insurance",2e+06,"MXN",2018-01-20,15,NA,2003-11-20,"m",0.05,2025-12-31,14,22,2033-01-20,7,972977.934768062,10.5471474906198,92250.3393105471,123000.45,1359610.75501824,6.57676358320354,752902.094810003,1356091.18272808,6.61245572644525,746089.910259699
"P10616","ID0970","n-year endowment insurance",2500000,"MXN",2015-10-25,15,NA,1994-10-21,"m",0.05,2025-12-31,21,31,2030-10-25,10,1226122.72258123,10.4663203249781,117149.359517982,156199.15,1963851.10900877,4.4052410443689,1447779.92900212,1961405.37827292,4.42495148670087,1443025.13251249
"P10617","ID0556","n-year term insurance",5e+05,"MXN",2017-03-08,10,NA,1989-06-22,"m",0.05,2025-12-31,27,36,2027-03-08,8,14719.8668994686,7.80425922843834,1886.1324910672,2514.84,4533.58507362963,1.90095481317598,948.137171854021,1903.65866102773,1.90579810872522,-1690.92432578217
"P10618","ID0816","h-payment years, whole life insurance",2500000,"MXN",2025-10-30,NA,"up to 65 years of age",1995-05-31,"m",0.05,2025-12-31,30,30,NA,0,470735.327770704,15.504538033875,30361.1321241704,40481.51,470735.327770704,15.504538033875,-0.00582706462591887,357129.439590608,16.0601491522919,-130474.87679189
